留言內容,llm分數,llm判定
驚嘆號就是過季口味 每間店可能會有差異 我遇過的是問店員都會講,0.0,中性
所以每一家的口味會不一樣嗎?,0.0,中性
我覺得普普,-0.1,中性
很普,-0.1,中性
包裝很美~覺得很好喝,0.7,正向
包裝看起來很好喝,0.3,正向
偏普,-0.1,中性
我覺得味道蠻淡的,-0.2,中性
好喝80分,0.7,正向
覺得兩個都很好吃 還原度很高,0.8,正向
又在玩食物 買,0.3,正向
現在乖乖聯名都走懷舊路線是不是,0.0,中性
乖乖味道都滿淡的 有一種騷不到癢處的感覺 不知道這二個會不會比較好= =,-0.2,中性
蘋果牛奶去年有出過,0.0,中性
去年有吃蘋果牛奶 好吃,0.7,正向
我覺得蘋果牛奶那包比木瓜牛奶好吃+1,0.5,正向
蘋果牛奶那個味道真的超還原,0.8,正向
蠻意外味道是好吃的,0.6,正向
"乖乖大賣場,很多奇特風味",0.0,中性
"蘋果牛奶口味聽起來很讚欸,感覺不會踩雷!",0.3,正向
感覺不錯吃,0.3,正向
乖乖又出新口味了? 路過有看到會買來品嚐~,0.2,中性
乖乖現在出好多新口味,0.0,中性
"最近有買金桔檸檬口味,意外不錯吃,有水果香,酸味也夠。",0.3,正向
來複習蘋果牛奶,0.1,中性
乖乖後面有個富爸爸;全家也有獨家口味,0.0,中性
"買了花雕雞但我覺得不行,超鹹",0.0,中性
如果買蘋果牛奶乖乖去沾蘋果牛奶吃 是不是不錯XD,0.2,中性
哇 乖乖又出酷口味了,0.2,中性
蘋果牛奶一定好吃,0.5,正向
新口味 買!,0.3,正向
木瓜 買!超好吃,0.8,正向
我家附近那間沒有QQ,0.0,中性
我都沒看到,0.0,中性
已吃 真的好吃~,0.8,正向
蘋果牛奶想吃吃看欸!,0.3,正向
"乖乖口味越來越多了,蘋果牛奶感覺不錯",0.3,正向
已吃~兩包都超還原!!,0.9,正向
兩款味道都蠻淡的 不推,-0.6,負向
這去年就有了 口味變了 去年的比較好吃,-0.3,負向
因為綠營很愛看電視 但我跟你講白的 北連中胡現在這時間點帶風向真的沒用了 現實世界的風向早就變了我真的很喜歡那句 退潮之後就知道誰沒穿褲子選舉沒有確定的 但北連中胡贏面大 胡又比連更穩些我是否被黃打臉 你可以不必這麼急 否則很快會被打回來不用多久了 再18個小時就知道誰沒穿褲子,0.0,中性
請問是區域限定嗎?印象中之前出過是區域限定,0.0,中性
台中買的喔,0.0,中性
台南有看到,0.0,中性
請問有白醬在裡面嗎?,0.0,中性
紅醬跟起司而已,0.0,中性
高雄也有,0.0,中性
超好吃!!!友善時光很可以,0.9,正向
"區域限定,整個基隆都沒有QQ",0.0,中性
台北也有,0.0,中性
除了兩小塊不夠吃以外沒啥缺點,0.5,正向
這好吃欸,0.7,正向
有拍成分標示給推,0.0,中性
五點來挖寶,0.0,中性
這好吃!,0.8,正向
有空買來吃吃看,0.2,中性
"好像賣得不太好,東陽店進了四個,兩個是今天到期的友善食光",-0.1,中性
"新竹縣有,好吃,吃不太飽但是熱量很高,可能要配個沙拉",0.5,正向
主要是價格跟分量 當正餐太少 當點心又怪怪的所以還蠻常出現在友善,-0.2,中性
還不錯吃 友善版千層麵這個價格可以了,0.5,正向
"我覺得好吃,但友善時光很少看到,現在有人專門掃貨",0.6,正向
77可以,0.3,正向
感覺不錯吃欸,0.3,正向
覺得普 但是千層麵本來在餐廳也比較貴,-0.1,中性
好吃 看到有友善食光就拿!,0.8,正向
這真的蠻好吃 調味剛好,0.8,正向
去年就有出很久了 份量太少 味道偏甜沒有蕃茄味 不好吃,-0.7,負向
千層在餐廳的話大概這個兩倍量就要3-4百了..但主要還是沒什麼店在賣這東西,0.1,中性
之前搭配一個雞胸剝成絲一起吃覺得很不錯,0.5,正向
這個蛋白質怎麼會有31克這麼多?!,0.0,中性
義大利麵的蛋白質標識都會比較高,0.0,中性
意外的滿好吃的,0.7,正向
請google 蛋白質 DIAAS 小麥通常要/2,0.0,中性
吃完變加菲貓XD,0.2,中性
本體量很少 醬汁很多 千層麵吃完還剩一堆醬汁 有點空虛,-0.4,負向
鹹又貴,-0.6,負向
蕨餅如果一整盒都是黑糖的就好了,0.2,中性
前幾年的抹茶糰子超好吃的......,-0.2,中性
是我見識少嗎 小盛我吃得還蠻開心的...,0.6,正向
"蕨餅和聚、涮乃葉的比,比較好還是比較差@@",0.0,中性
黑糖像涼糕 抹茶跟牛奶就凍,0.0,中性
畢竟是到乞丐(X)友善食光的階段了 XD,0.0,中性
"小盛我超愛耶,每個的味道都有特色",0.8,正向
這麼慘嗎,0.0,中性
和菓子放久肯定不好吃,-0.1,中性
涮乃葉的蕨餅也不是蕨餅啊XD,0.0,中性
感謝分享,0.0,中性
蕨餅我覺得還不錯耶,0.5,正向
"拿日本本家的比, 那我看所有日式甜品都可以撤了",0.0,中性
"蕨餅只有上面那4個好吃,不如買全聯的",-0.2,中性
糰子不好吃 蕨餅還可以,-0.3,負向
"蕨餅ok,糰子普+1",0.2,中性
糰子吃起來普普,-0.1,中性
好吧! 謝謝滅火XDD 本來想試試看蕨餅的,-0.2,中性
"我前幾天也是友善時光買了超級普通,不會再吃第二次...",-0.5,負向
蕨餅不錯 糰子難吃,-0.1,中性
以前的抹茶糰子我還蠻喜歡的 不過現在這款還沒吃過,0.0,中性
ok,0.2,中性
推 這個不錯吃,0.6,正向
194大卡 可想而知餡料應該不多,-0.2,中性
我只喜歡純蛋沙拉口味,-0.2,中性
南部粽就是這樣的口感吧?,0.0,中性
南部粽我記得確實是水煮?我還蠻喜歡的XD,0.3,正向
89真的貴...,-0.3,負向
109那個剛吃(栗志鮑粽)!,0.0,中性
南部粽應該就是這樣的,0.0,中性
"109的就立志包中,不懂的就代表不是它的TA",0.1,中性
還是喜歡3D油飯,-0.2,中性
還以為有美乃滋==,0.0,中性
南部粽的口感就是軟爛 北部跟栗志就是偏粒粒分明的糯米油飯現在超商定價都是坑加盟主的 i珍食的售價才是面對一般消費者,-0.2,中性
"軟爛那就對了,南部粽就是要軟。",0.0,中性
真正的南部粽是軟中帶Q 軟而不爛才是好吃的 不會是軟爛,0.2,中性
留友看人生第一次吃南部粽,0.0,中性
"109那個我有吃,一顆小小的鮑魚,吃起來完全沒有記憶點",-0.4,負向
"水煮粽才是端午節該有的粽子,畢竟是要丟水裡餵屈原的",0.0,中性
"欸樓上弄錯嚕~史實應是丟水裡餵""魚""以免啃食屈原屍體齁=",0.0,中性
"看了推文才知道109那個價格原來是學測用,受祝福的粽子,貴的部分是好兆頭",0.0,中性
看到南部粽就該放棄了,-0.4,負向
"嘉義的粽子不會軟爛,是Q的,台南以南的才會軟爛到誇張",-0.2,中性
欸 我喜歡軟爛的粽子最好是拆粽葉時會解體的那種(X,0.2,中性
不會解體,0.0,中性
好吃的南部粽外面口感是Q的 裡面偏軟但不會糊爛,0.5,正向
哎呦 還好沒買 謝謝您!我昨天還看很久,-0.5,負向
"看到喂屈原,我都笑出來了",0.0,中性
"89粽,盤",-0.6,負向
"南部粽的口感就是這樣,所以在台南讀書時吃過後,就列為拒絕往來戶了",-0.4,負向
"我這裡台北鄉下,路邊攤肉粽一顆要85",0.0,中性
南部粽就是水煮呀 所以爛到爆這就是南部粽的特色=.=,-0.5,負向
"就說南部粽特性就是吃""軟糯""口感~喜好因人而異齁...!0.0",0.0,中性
"粽子不是喂屈原的,是拿來丟屈原的,這樣魚吃掉他,我們就可以再去吃魚了",0.0,中性
粽子丟屈原WTF?=,0.0,中性
厲害的南部粽吃過 有一種飯裡面有高湯的感覺,0.4,正向
"餵屈原好可愛,讓我今日的煩悶一掃而空XD",0.0,中性
"覺得很一般般,沒有脆上說的那麼好吃",-0.2,中性
其實這家以嘉義涼麵來講就是普通而已,-0.1,中性
普通+1 可能網路上評價太好 吃完很失望,-0.4,負向
"有點好奇,怎麼看好幾篇網路文都特別強調醋味、酸之類?這邊白醋不是美乃滋嗎?還是他用的是酸味美乃滋?",0.0,中性
是酸味美乃滋喔,0.0,中性
"我覺得蠻好吃的,比711的好吃",0.6,正向
萊爾富也有 不知道哪一家嘉義涼麵好吃,0.0,中性
美乃滋加醋?,0.0,中性
"目前看到最推的都是全家,不排除是品牌大使跟小幫手在幫推",0.0,中性
"711的沒有多好吃,要狂配水,對全家這款也沒什麼興趣了",-0.6,負向
明明四大超商裡萊爾富先出的 結果全家狂被推,0.0,中性
蠻好吃的 夏天吃很開胃,0.7,正向
還不錯吧,0.4,正向
美乃滋的製作過程本來就會加入醋..只是市面上的產品通常會調整到比較沒有酸的味道,0.0,中性
熱量531大卡嚇死人,-0.2,中性
"這款蠻好吃的,去不了嘉義的可以吃解饞,但涼麵就是涼麵~不用強求它是什麼山珍海味。",0.7,正向
"全家的比萊爾富好吃,還沒吃過小7的",0.0,中性
吃過嘉義黃記、火生的我~差滿多的,-0.4,負向
美乃滋本來就是醋(或柑橘類果汁這類酸性液體)跟油的混合物 兩者藉由乳化劑結合 乳化劑通常是蛋黃只是在台灣最後都會把口味調成甜的,0.0,中性
三家吃完覺得萊爾富比較還原,0.0,中性
嘉義白醋涼麵的精髓不是加一堆蒜泥嗎,0.0,中性
"只吃過7-11的,萊爾富問題是家附近3家架上熟食區永遠是空的,好吃的萊爾富便當只在網路文章看過,物流關係?",0.0,中性
"還不如到我家巷口買現作的,還可以選擇加辣跟芥末",-0.4,負向
"真的有酸?那會考慮,普通美乃滋只有甜吧",0.2,中性
涼麵真的就只是涼麵 不用過度期待,-0.1,中性
崇文本來就是偏酸的流派 其他嘉義涼麵很多不酸,0.0,中性
711真的難吃,-0.9,負向
我覺得以便利商店涼麵來說滿好吃的,0.6,正向
這個感覺很罪惡很好吃,0.3,正向
"嘉義唯一推四味果汁涼麵,輸不了",0.0,中性
"全家的是我喜歡的口味,但量偏少,其實吃起來很像加了偏酸的胡麻醬,剛剛吃萊爾富的不酸偏甜,麻醬味道更突出,還多了辣油包所以尾韻多了一股辣油香,不排斥偏甜口味的也可以試試看,份量比全家的多一些,但真的不好找,還有就是熱量高達913大卡哈哈https://i.verb.tw/JsSUkFYf.jpg",0.2,中性
請問2F3F有推薦的便利商店嘉義涼麵嗎,0.0,中性
全家的鈉含量比萊爾富和7-11的低很多,0.0,中性
前天剛吃完 超級好吃,0.9,正向
在地美食通常都吹很大,-0.2,中性
配料只有黃瓜 不是很喜歡,-0.3,負向
全家一直以來都是蛋白質高 納少阿 www,0.0,中性
剛吃完 個人感覺是超商涼麵前三名好吃,0.8,正向
"覺得普通,大概是我不喜歡甜味",-0.1,中性
"嘉義涼麵其實是有加醬油的啊,麻醬都先調好味道再加美乃滋,不然光麻醬加白醋沒鹹淡要當甜食喔",0.0,中性
"醬油很少,白雪牌也不貴自己買一包回去加就好",0.0,中性
"超商的白醋應該是開特規的,不確定做法,但嘉義涼麵不一定只有白醋跟麻醬,像崇文的酸味就是額外加醋",0.0,中性
"崇文本店吃到的是扁麵,而且盤子冰鎮過很用心",0.0,中性
"我覺得店內涼菜也是必須的,不然單吃麵覺得普通蠻正常的超商吃個氣味,跟店面不太能比",0.0,中性
沒吃過道地的嘉義涼麵 但全家的我蠻喜歡的 下次去大橋頭那家買買看 謝謝推薦,0.6,正向
在嘉義住過吃了一次就沒去了..酸甜中又帶點澀的扁麵,-0.1,中性
怎沒去崇文店吃,0.0,中性
請問崇文本店(崇文街) 和 二代分店(中正路)推薦哪間?,0.0,中性
"樓上p大,5月才實測過吃本店及中正路內用+外帶,我推薦吃本店>中正外帶>中正內用",0.0,中性
全家的千千有說就是白雪的白醋,0.0,中性
謝謝n大回覆~,0.0,中性
"沒吃過道地的,但我覺得大橋頭那家蠻好吃",0.2,中性
崇文本來就是偏酸的流派 黃記是不酸的,0.0,中性
這個小小一碗熱量也是頗高,-0.2,中性
還有蒜泥,0.0,中性
嘉義涼麵的記憶就是美乃滋+醋.滿推薦的 廠商的讓我想去嘗試看看.畢竟嘉義久久才去或是路過,0.4,正向
"到今天三家都吃過,月全家最好吃",0.7,正向
"""月""全家?",0.0,中性
"我原本想說芭樂那麼重味道的會有感,結果真的沒有芭味",-0.4,負向
"其實芭樂乾比較對味,台灣花蓮產的咖啡豆,有一款就是芭樂乾(果乾)風味,如果開發者用「芭樂乾風味」去做調整會更適合",0.0,中性
芭樂咖啡仔細品嘗有點芭樂味 但整體不知道在喝什麼算是我今年喝過最奇特的飲料了吧(不過是不好的方面),-0.6,負向
"檸檬那款還不錯,不過感覺略甜",0.2,中性
芭樂算是沒什麼味道的水果,0.0,中性
之前在咖啡廳喝過紅心芭樂咖啡很好喝,0.0,中性
"金桔有興趣,會很甜嗎",0.0,中性
"甜,但個人可接受",0.1,中性
在咖啡廳喝過芭樂咖啡蠻好喝的耶 這個有點好奇什麼味道,0.3,正向
芭樂沒什麼味道?都能賣芭樂汁了...,0.0,中性
"兩瓶69,我的挑法跟你一樣!挑西西里之外的這兩個口味,也覺得芭樂很無感,出了沙沙的口感是芭樂其他沒感覺,倒是金桔還蠻喜歡的,再不那麼甜一點的話更完美~",0.2,中性
"有還原到,但吃到後面有點膩",0.4,正向
乖乖很多小吃系列都很好吃,0.5,正向
我等下要先去買!!有些乖乖我根本還沒吃到就停產了 (哭,0.3,正向
有買 不錯吃,0.6,正向
豬血湯口味好欸 想吃吃看(?,0.3,正向
乖乖現在也無極限了嗎,0.0,中性
wow,0.1,中性
你要註記是米果?,0.0,中性
這口味也太特別了吧,0.2,中性
好想吃啊!!,0.4,正向
麵非麵,0.0,中性
花雕雞乖乖我可以!,0.5,正向
http://i.imgur.com/feXtnxt.jpg不是超商的,0.0,中性
想吃吃看,0.3,正向
乖乖現在出好多口味 吃過鹽酥雞蠻好吃的,0.4,正向
3家店都沒看到 只好跨區了,0.0,中性
上次有看到想試 感謝分享,0.2,中性
請問那三種是在哪個通路啊,0.0,中性
"西瓜香菜,上禮拜在mia c'bon超市看到的,古亭麥當勞旁邊那間,架子還有其它的http://i.imgur.com/52T1F3T.jpg",0.0,中性
https://reurl.cc/ovj36j本篇跟2、4、7都在600壯士的名單內,0.0,中性
"推, 有吃過會回購",0.8,正向
推 全家的餐盒 吃起來感覺比較沒負擔,0.6,正向
"我也喜歡這個餐盒,買過許多次",0.8,正向
薑黃飯還不錯,0.4,正向
"不錯吃,買過好幾次這個餐盒",0.7,正向
還不錯,0.5,正向
"吃起來清爽不太油膩,友善時光看到時都會買",0.6,正向
這個好吃,0.8,正向
蠻好吃的 但吃完會有點空虛,0.4,正向
這款是全家健身餐盒裡 我覺得最好吃的,0.9,正向
說真的還不錯啦,0.5,正向
"友善食光看到必買!我的命,都是靠它救的",0.8,正向
百元這樣 可以了 我也會買,0.4,正向
"之前在隨買跨店取買過,結果大地遊戲玩得好辛苦https://i.mopix.cc/8CeRWs.jpg",-0.1,中性
萊爾富原價45元 不過比全家的大份一點,0.0,中性
"打錯,應該是香醇",0.0,中性
有點生火,0.3,正向
全家這個吃起來有像是在日本便利店買過的布丁 是雙層口感的不會很甜,0.8,正向
不健康的好吃 哈哈 嚇死誰,0.4,正向
小七是i珍食...!=,0.0,中性
有花生醬很加分,0.6,正向
這款好吃 但最近似乎比較少看到,0.7,正向
"剛買,好吃。回購率高",0.9,正向
喜歡,0.6,正向
"我覺得這樣夾心,比之前更貴的掛包好吃多了。之前刈包雖然它肉是用三層,但是可能技術還是甚麼考量,沒辦法把三層滷到軟爛吃起來超硬。還不如這個豬排好吃",0.8,正向
"其實甜的我有點錯愕,這個我不愛甜的QQ",-0.4,負向
這個很好吃!我超喜歡!,0.9,正向
比想像中好吃,0.6,正向
好吃耶 竟然沒賣完,0.7,正向
很好吃,0.8,正向
"超普通,味道弄的像刈包一樣真正的饅頭豬排蛋,應當是吃蔥蛋的味道 結果沒有",-0.5,負向
每年夏季最愛,0.9,正向
其實蠻好吃就是貴而已,0.6,正向
"好吃,就是貴",0.7,正向
貴份量又少,-0.5,負向
可以當早餐,0.2,中性
"今天看麵變細了,好吃!!!",0.8,正向
這款好吃,0.7,正向
超好吃,0.9,正向
夏天當早餐+1 我還會多買一顆茶葉蛋,0.3,正向
這個又回來啦,0.0,中性
真的好吃可是吃不飽,0.6,正向
"夏天吃這個很爽,但這價格只能等i珍食",0.5,正向
我還是問一句 其他涼麵麻將沙拉醬都可以封包 只有這款假掰的用小調味杯另外裝....,-0.3,負向
乞丐時光買到還行 原價吃不下去,0.2,中性
小七是i珍食洩洩=,0.0,中性
超愛吃但是就是貴,0.7,正向
味全醇奶布丁真的很屌 但大醇豆超難喝,0.0,中性
沒怎麼看過這款布丁欸,0.0,中性
我也會選布丁,-0.2,中性
滷味比較喜歡東山那款,-0.1,中性
這組合還不錯,0.5,正向
這款蒜味真的蠻重的,0.3,正向
湯頭不錯 可惜肉塊有點少,0.5,正向
下次試試,0.2,中性
